Original_Title,Year_Of_Release,Runtime,Genres,Imdb_Rating,Imdb_Votes,Actors
A Flat,2010,103,Drama|Horror|Romance,4.6,191,
No Problem,2010,139,Action|Comedy|Crime,4.2,1961,
Band Baaja Baaraat,2010,139,Comedy|Drama|Romance,7.2,14081,
Kaalo,2010,79,Action|Drama|Horror,3.2,209,
Mirch,2010,105,Comedy|Drama|Fantasy,6.6,792,
Tees Maar Khan,2010,135,Comedy|Crime,2.5,10417,
Isi Life Mein...!,2010,139,Comedy|Drama|Romance,5.7,344,
Toonpur Ka Superrhero,2010,95,Action|Adventure|Animation,4.2,628,
Tera Kya Hoga Johnny,2009,155,Crime|Drama|Thriller,6,191,
Ramaa: The Saviour,2010,120,Action|Adventure|Drama,3.4,132,
I Hate Luv Storys,2010,129,Comedy|Drama|Romance,5.6,7059,
Dulha Mil Gaya,2010,152,Comedy|Drama|Romance,4.2,2314,
Anjaana Anjaani,2010,151,Comedy|Drama|Musical,5.8,5697,
Dunno Y Na Jaane Kyun...,2010,137,Drama|Romance,3.7,137,
Pankh,2010,98,Drama,3.9,113,
Action Replayy,2010,129,Comedy|Romance|Sci-Fi,4.2,5094,
3 Idiots,2009,170,Comedy|Drama,8.4,310481,
Luck by Chance,2009,156,Drama,7,8979,
Love Aaj Kal,2009,128,Comedy|Drama|Romance,6.8,13609,
Wanted,2009,147,Action|Thriller,6.6,17321,
Delhi-6,2009,141,Comedy|Drama,6,6452,
Raaz: The Mystery Continues,2009,151,Horror|Mystery|Romance,5.6,2976,
Aasma: The Sky Is the Limit,2009,240,Drama,3.8,41,
Ajab Prem Ki Ghazab Kahani,2009,150,Action|Comedy|Romance,6.3,11190,
Chal Chala Chal,2009,138,Action|Comedy|Crime,4.6,247,
Billu,2009,137,Comedy|Drama,6.1,9507,
The Stoneman Murders,2009,95,Crime|Drama|Mystery,7.4,2197,
Kisse Pyaar Karoon?,2009,123,Action|Comedy|Crime,3.3,120,
Dhoondte Reh Jaoge,2009,131,Comedy|Drama,5.6,613,
Karma Confessions and Holi,2009,110,Drama,3,115,
Victory,2009,160,Drama|Sport,3.7,427,
Kaminey,2009,130,Action|Crime|Drama,7.4,15696,
Jai Veeru: Friends Forever,2009,160,Action|Adventure|Crime,3.5,237,
Little Zizou,2008,96,Drama|Family,6.7,348,
Gulaal,2009,140,Crime|Drama|Thriller,8.1,12799,
Aloo Chaat,2009,0,Comedy|Drama|Romance,5.8,860,
Barah Aana,2009,97,Comedy|Crime|Drama,6.8,932,
Firaaq,2008,101,Drama|History,7.4,1796,
Aa Dekhen Zara,2009,117,Action|Sci-Fi|Thriller,5,812,
99,2009,135,Comedy|Crime|Drama,7.3,2521,
Ek: The Power of One,2009,140,Action|Drama|Thriller,4.8,286,
Ek Se Bure Do,2009,180,Action|Comedy|Crime,4.2,43,
Sikandar,2009,110,Crime|Drama|Mystery,6.4,250,
Zor Lagaa Ke... Haiya!,2009,0,Comedy|Drama|Family,6.4,46,
Paying Guests,2009,109,Comedy|Drama,4.2,471,
New York,2009,153,Crime|Drama|Thriller,6.8,9656,
Sankat City,2009,120,Comedy|Crime|Drama,6.2,574,
Shortkut - The Con Is On,2009,142,Comedy|Drama,3.4,806,
Luck,2009,141,Action|Adventure|Drama,4.8,2187,
Life Partner,2009,138,Comedy|Drama|Romance,5.2,1176,
Daddy Cool: Join the Fun,2009,0,Comedy|Drama,3.9,331,
Kisaan,2009,100,Action|Crime|Drama,5.4,256,
Y.M.I. Yeh Mera India,2008,137,Crime|Drama|Thriller,7.8,871,
Aagey Se Right,2009,117,Comedy|Crime|Drama,5.1,354,
Chintu Ji,2009,115,Comedy|Drama,5.8,168,
Quick Gun Murugun: Misadventures of an Indian Cowboy,2009,97,Action|Comedy|Drama,5.9,757,
Fox,2009,145,Crime|Drama|Mystery,5.2,512,
Baabarr,2009,180,Action|Crime|Drama,5.2,287,
Phir Kabhi,2008,0,Drama|Romance,6.9,70,
Vaada Raha... I Promise,2009,101,Drama,5.4,327,
Dil Bole Hadippa!,2009,148,Comedy|Drama|Sport,4.5,3528,
What's Your Raashee?,2009,195,Comedy|Drama|Romance,4.6,2417,
Acid Factory,2009,108,Action|Crime|Mystery,5,625,
All the Best: Fun Begins,2009,144,Action|Comedy|Drama,6.1,5100,
Wake Up Sid,2009,138,Comedy|Drama|Romance,7.6,25630,
Main Aurr Mrs Khanna,2009,109,Comedy|Drama|Romance,3.6,2494,
Blue,2009,119,Action|Adventure|Thriller,3.7,4203,
Bal Ganesh 2,2009,74,Animation,7.4,10,
Fruit & Nut,2009,90,Comedy|Crime|Drama,3,59,
Aladin,2009,132,Action|Adventure|Fantasy,4.6,2540,
London Dreams,2009,146,Drama|Music,5.4,3905,
Jail,2009,131,Drama,6.2,1097,
Tum Mile,2009,140,Drama|Romance,4.9,1296,
Kurbaan,2009,161,Action|Crime|Drama,5.7,4351,
De Dana Dan,2009,162,Comedy|Crime,5.3,6357,
Paa,2009,133,Comedy|Drama,7.2,10796,
Rocket Singh: Salesman of the Year,2009,150,Comedy|Drama,7.5,16941,
Raat Gayi Baat Gayi?,2009,0,Comedy|Drama,6.3,504,
Accident on Hill Road,2010,105,Crime|Drama|Thriller,3.9,274,
Chandni Chowk to China,2009,154,Action|Comedy,4,7266,
Dostana,2008,145,Comedy|Drama|Romance,6.5,12910,
Race,2008,149,Action|Crime|Drama,6.6,11830,
Rab Ne Bana Di Jodi,2008,167,Comedy|Drama|Music,7.1,40973,
Ghajini,2008,183,Action|Drama|Mystery,7.3,53086,
Singh Is Kinng,2008,135,Action|Comedy|Crime,5.7,13333,
Golmaal Returns,2008,135,Comedy|Crime,5.1,6427,
Jodhaa Akbar,2008,213,Action|Drama|History,7.6,27541,
Bachna Ae Haseeno,2008,152,Comedy|Drama|Romance,6.2,9439,
Bhoothnath,2008,150,Comedy|Drama|Family,6.3,7053,
Sarkar Raj,2008,125,Crime|Drama,6.8,6798,
Halla Bol,2008,142,Crime|Drama,6.1,2045,
Humne Jeena Seekh Liya,2007,149,Drama,7,43,
Bombay to Bangkok,2008,120,Comedy|Crime|Romance,4.6,397,
Tulsi: Mathrudevobhava,2008,134,Drama,6.2,47,
Sunday,2008,135,Action|Comedy|Mystery,5.3,2349,
One Two Three,2008,135,Comedy|Crime,5.2,2226,
Krazzy 4,2008,110,Comedy|Crime|Drama,4.2,1832,
U Me Aur Hum,2008,156,Drama|Romance,5.9,2325,
Sirf....: Life Looks Greener on the Other Side,2008,135,Drama,6,88,
Tashan,2008,120,Action|Drama|Romance,3.8,4580,
Anamika: The Untold Story,2008,0,Drama|Romance|Thriller,3.3,238,
Jimmy,2008,0,Action|Crime|Drama,1.5,176,
Jannat: In Search of Heaven...,2008,140,Crime|Drama|Romance,6.9,5196,
Don Muthu Swami,2008,112,Comedy|Drama,4.9,53,
Woodstock Villa,2008,0,Drama|Mystery|Thriller,3.4,370,
Mere Baap Pehle Aap,2008,163,Comedy|Drama|Romance,5.3,1716,
Summer 2007,2008,0,Crime|Drama|Thriller,6.4,224,
De Taali,2008,140,Comedy|Drama|Romance,4,748,
Haal-e-Dil,2008,124,Drama|Romance,3.4,224,
Thodi Life Thoda Magic,2008,0,Drama,4.2,37,
Thoda Pyaar Thoda Magic,2008,145,Comedy|Drama|Family,4.9,2093,
Via Darjeeling,2008,104,Drama|Mystery|Thriller,5.5,155,
Kismat Konnection,2008,153,Comedy|Drama|Romance,5.2,4894,
Love Story 2050,2008,180,Action|Adventure|Drama,2.6,2157,
Contract,2008,0,Action|Crime|Drama,4.2,213,
Mission Istaanbul: Darr Ke Aagey Jeet Hai!,2008,130,Action|Adventure|Drama,3.4,980,
Money Hai Toh Honey Hai,2008,138,Comedy|Drama,2.8,515,
God Tussi Great Ho,2008,152,Comedy|Drama|Fantasy,3.6,3344,
Mumbai Meri Jaan,2008,134,Drama,7.7,5305,
Maan Gaye Mughall-E-Azam,2008,0,Comedy|Crime|Drama,3.1,466,
Rock On!!,2008,145,Drama|Music,7.8,19565,
C Kkompany,2008,127,Comedy|Drama|Thriller,5.4,894,
Chamku,2008,105,Action|Crime|Thriller,4,474,
Mukhbiir,2008,132,Crime|Drama|Mystery,6.9,358,
Tahaan,2008,97,Drama,7.1,773,
1920,2008,138,Horror|Mystery|Romance,6.4,2588,
The Last Lear,2007,130,Drama,7,1000,
Welcome to Sajjanpur,2008,133,Comedy|Drama,6.9,2895,
Saas Bahu Aur Sensex,2008,0,Comedy|Drama,5.2,93,
Hari Puttar: A Comedy of Terrors,2008,90,Comedy|Drama|Family,1.9,260,
Drona,2008,138,Action|Adventure|Fantasy,2,2269,
Hello,2008,129,Drama|Romance,3.3,1769,
Karzzzz,2008,142,Action|Drama|Musical,2.1,1117,
Heroes,2008,139,Action|Adventure|Comedy,5.6,1896,
Roadside Romeo,2008,93,Adventure|Animation|Comedy,5.2,1184,
Ek Vivaah... Aisa Bhi,2008,132,Drama|Romance,5.3,392,
Desh Drohi,2008,140,Action|Thriller,1.5,1682,
Fashion,2008,167,Drama,6.9,11055,
Dasvidaniya,2008,113,Comedy|Drama,7.8,5612,
Yuvvraaj,2008,151,Comedy|Drama|Romance,4.1,3707,
Oye Lucky! Lucky Oye!,2008,125,Comedy|Crime|Drama,7.7,15014,
Oh My God!!,2008,105,Comedy|Drama,5.4,250,
Sorry Bhai!,2008,154,Comedy|Drama|Romance,6.1,1001,
1971,2007,160,Action|Drama|War,7.9,1121,
Meerabai Not Out,2008,0,Comedy|Drama|Romance,4,86,
Wafaa,2008,120,Drama|Mystery|Romance,3.9,66,
Gumnaam: The Mystery,2008,107,Crime|Mystery|Romance,3.7,72,
Dil Kabaddi,2008,120,Comedy|Drama,5.8,615,
Ram Gopal Varma Ki Aag,2007,171,Action|Adventure|Comedy,1.7,6421,
Aap Kaa Surroor: The Moviee - The Real Luv Story,2007,127,Drama|Romance|Thriller,2.1,1548,
Aggar: Passion Betrayal Terror,2007,0,Romance|Thriller,4,259,
Anwar,2007,144,Drama|Romance|Thriller,6.7,784,
Aaja Nachle,2007,137,Drama|Family|Music,6.3,2693,
Apne,2007,173,Drama|Sport,6,2514,
Awarapan,2007,126,Action|Drama|Romance,7.2,5862,
Bheja Fry,2007,95,Comedy|Drama,7.6,10459,
Bhool Bhulaiyaa,2007,159,Comedy|Horror|Mystery,7.2,19469,
Bhram: An Illusion,2008,0,Drama|Mystery|Romance,4.1,103,
Big Brother,2007,128,Action|Crime|Drama,3.8,710,
68 Pages,2007,92,Drama,6.4,25,
Aur Pappu Pass Ho Gaya,2007,142,Comedy,3.2,24,
Apna Asmaan,2007,110,Drama|Sci-Fi,6.2,144,
Black Friday,2004,143,Action|Crime|Drama,8.5,16761,
The Blue Umbrella,2005,90,Comedy|Drama|Family,7.6,1663,
Blood Brothers,2007,13,Drama|Short|Thriller,8.2,187,
Buddha Mar Gaya,2007,93,Comedy,2.5,332,
Cash,2007,137,Action|Crime|Thriller,3.4,1698,
Cheeni Kum,2007,140,Comedy|Romance,6.8,4595,
Chhodon Naa Yaar,2007,0,Thriller,4.7,84,
Darling,2007,128,Drama|Horror|Romance,3.8,544,
Chak De! India,2007,153,Drama|Family|Sport,8.2,68421,
Dhamaal,2007,136,Action|Adventure|Comedy,7.2,11567,
Dhan Dhana Dhan Goal,2007,167,Drama|Sport,4.9,2157,
Dharm,2007,105,Drama|History,8,912,
Journey Bombay to Goa: Laughter Unlimited,2007,138,Action|Adventure|Comedy,4.5,309,
Dhokha,2007,117,Action|Drama|Romance,6.3,405,
Dil Dosti Etc,2007,112,Comedy|Crime|Drama,7,2623,
Dhol,2007,145,Comedy|Crime|Mystery,6.2,4203,
Ek Chalis Ki Last Local,2007,143,Adventure|Comedy|Crime,7.3,4346,
Familywala,2014,180,Comedy|Drama|Romance,5.8,57,
Gandhi My Father,2007,136,Biography|Drama|History,7.3,1508,
Don't Stop Dreaming,2007,104,Comedy|Drama,4.5,62,
Dus Kahaniyaan,2007,110,Drama,5.7,1443,
Eklavya,2007,105,Action|Drama|Thriller,6.1,2983,
Go,2007,110,Crime|Drama|Romance,2.8,133,
Gauri: The Unborn,2007,98,Drama|Horror|Thriller,3.6,101,
Heyy Babyy,2007,144,Comedy|Drama,6,12013,
Guru,2007,166,Biography|Drama,7.7,20404,
Honeymoon Travels Pvt. Ltd.,2007,118,Comedy|Drama|Romance,6.1,2087,
Jahan Jaaeyega Hamen Paaeyega,2007,137,Action|Crime|Drama,4.3,29,
Jhoom Barabar Jhoom,2007,138,Drama|Romance,3.7,2865,
Jab We Met,2007,138,Comedy|Drama|Romance,7.9,43507,
Good Boy Bad Boy,2007,115,Comedy|Musical|Romance,3.7,1541,
Fool N Final,2007,144,Action|Comedy|Crime,3.3,1713,
Khoya Khoya Chand,2007,131,Drama|Romance,6.3,477,
Johnny Gaddaar,2007,135,Crime|Drama|Mystery,7.8,10612,
Just Married: Marriage Was Only the Beginning!,2007,0,Comedy|Drama|Romance,5.4,434,
Kya Love Story Hai,2007,120,Comedy|Drama|Romance,3.6,319,
Kudiyon Ka Hai Zamaana,2006,112,Comedy,3.6,64,
Hastey Hastey Follow Your Heart,2008,120,Comedy|Drama,2,130,
Laaga Chunari Mein Daag: Journey of a Woman,2007,122,Drama|Family|Romance,5.3,2160,
Life in a Metro,2007,132,Comedy|Drama|Romance,7.4,10056,
Loins of Punjab Presents,2007,88,Comedy|Music,7,749,
Manorama Six Feet Under,2007,137,Crime|Drama|Mystery,7.7,6013,
Marigold,2007,110,Comedy|Romance,4.8,1765,
MP3: Mera Pehla Pehla Pyaar,2007,118,Comedy|Drama|Musical,7.1,2028,
Hattrick,2007,110,Comedy|Drama|Romance,4.2,416,
Naqaab,2007,115,Crime|Drama|Romance,5.3,1241,
Mumbai Salsa,2007,0,Comedy|Drama,5,176,
The Namesake,2006,122,Drama,7.5,18211,
Namastey London,2007,128,Comedy|Drama|Romance,7.1,19769,
My Bollywood Bride,2006,95,Comedy|Drama|Romance,4.7,601,
Nehlle Pe Dehlla,2007,125,Action|Comedy|Crime,3.8,435,
Nishabd,2007,110,Drama,5.4,1494,
No Smoking,2007,128,Drama|Mystery|Thriller,7.2,5817,
Om Shanti Om,2007,162,Action|Comedy|Drama,6.7,35974,
Partner,2007,155,Comedy|Drama|Romance,5.7,10305,
Raqeeb,2007,124,Crime|Drama|Mystery,4.2,263,
Nanhe Jaisalmer: A Dream Come True,2007,108,Comedy|Drama|Family,6,364,
Life Mein Kabhie Kabhiee,2007,145,Drama|Thriller,5.9,245,
Risk,2007,155,Action|Crime|Drama,6.7,517,
Shakalaka Boom Boom,2007,129,Drama|Musical|Romance,2.4,525,
Red Swastik,2007,131,Crime|Drama|Thriller,2.9,209,
Salaam-E-Ishq,2007,216,Comedy|Drama|Musical,5.1,4943,
Saawariya,2007,142,Drama|Musical|Romance,5.3,6957,
Sarhad Paar,2006,117,Action|Drama|Romance,4.2,100,
Say Salaam India: 'Let's Bring the Cup Home',2007,0,Drama|Sport,6.4,84,
Red: The Dark Side,2007,148,Drama|Romance|Thriller,3.3,284,
Shootout at Lokhandwala,2007,122,Action|Crime,7.1,8778,
Strangers,2007,100,Drama|Romance|Thriller,5,325,
Swami,2007,140,Drama,7,327,
Taare Zameen Par,2007,165,Drama|Family,8.4,148498,
Ta Ra Rum Pum,2007,153,Family|Romance|Sport,5.6,3845,
Speed,2007,102,Action|Crime|Thriller,2.9,480,
Traffic Signal,2007,130,Drama,6.5,1356,
The Train: Some Lines Should Never Be Crossed...,2007,134,Crime|Drama|Thriller,4.3,950,
Showbiz,2007,108,Action|Crime|Drama,3.8,108,
Sunglass,2013,100,Comedy|Drama|Thriller,6.5,24,
Welcome,2007,159,Comedy|Romance,6.8,15994,
36 China Town,2006,140,Comedy|Mystery|Thriller,5.6,3862,
Aap Ki Khatir,2006,122,Comedy|Romance,3.5,781,
Ahista Ahista,2006,122,Drama|Romance,7,1290,
Aksar,2006,135,Drama|Romance|Thriller,4.8,1001,
Alag: He Is Different.... He Is Alone...,2006,123,Action|Drama|Fantasy,3.8,1076,
Anthony Kaun Hai?,2006,127,Mystery|Thriller,5.4,564,
Apna Sapna Money Money,2006,134,Comedy|Musical|Romance,5.2,1697,
Ankahee,2006,151,Biography|Drama|Romance,4.1,338,
Yatra,2006,129,Drama,6.3,128,
Baabul,2006,169,Drama|Family|Romance,5.4,2836,
Aisa Kyon Hota Hai?,2006,0,Action|Crime|Drama,4.3,15,
Adharm,2006,0,Action,5.1,7,
Being Cyrus,2005,90,Drama|Thriller,7.2,2501,
Banaras,2006,122,Drama|Musical,6.2,301,
Bas Ek Pal,2006,150,Drama|Romance,5.9,461,
Bhagam Bhag,2006,157,Comedy|Mystery|Thriller,6.3,9329,
Chingaari,2006,155,Drama,4.7,168,
Bhoot Unkle,2006,105,Family|Fantasy,4.1,116,
Chand Ke Paar Chalo,2006,169,Romance,7.3,21,
Aryan: Unbreakable,2006,135,Action|Drama|Sport,4.5,283,
Chup Chup Ke,2006,164,Comedy|Drama|Romance,6.7,7045,
Corporate,2006,142,Drama,6.5,1831,
Darna Zaroori Hai,2006,108,Horror,5.4,1705,
Deadline: Sirf 24 Ghante,2006,102,Crime|Thriller,6.3,406,
Dil Diya Hai,2006,121,Drama|Romance|Thriller,3.4,429,
Darwaza Bandh Rakho,2006,106,Comedy|Crime|Drama,5.3,312,
Ei8ht Shani,2006,0,Horror,4.7,34,
Dhoom:2,2006,152,Action|Crime|Thriller,6.5,21960,
Dor,2006,147,Drama,8,5255,
Don,2006,171,Action|Crime|Thriller,7.2,32312,
Family: Ties of Blood,2006,150,Action|Crime|Drama,5.6,1740,
Fanaa,2006,168,Drama|Romance,7.2,29219,
Gangster,2006,123,Action|Crime|Drama,7.1,4906,
Golmaal: Fun Unlimited,2006,150,Action|Comedy|Drama,7.4,13600,
Devaki,2005,87,Drama,4.3,30,
Fight Club: Members Only,2006,140,Action|Crime,3.2,1260,
Dharti Kahe Pukar Ke,2006,0,Action,6.3,7,
Humko Deewana Kar Gaye,2006,155,Drama|Romance,5.2,3709,
Humko Tumse Pyaar Hai,2006,128,Drama|Romance,4.8,488,
I See You,2006,122,Comedy|Drama|Fantasy,4.1,1060,
Jaane Hoga Kya,2006,155,Action|Crime|Sci-Fi,2.8,157,
Jaan-E-Mann: Let's Fall in Love... Again,2006,165,Drama|Musical|Romance,6,7571,
Jawani Diwani: A Youthful Joyride,2006,111,Romance,2.8,433,
Holiday,2006,0,Drama|Musical|Romance,4.7,134,
Iqraar: By Chance,2006,130,Comedy|Romance,4.7,39,
Khosla Ka Ghosla!,2006,135,Comedy|Crime|Drama,8.3,20538,
Kabhi Alvida Naa Kehna,2006,193,Drama|Romance,6.1,17001,
Love Ke Chakkar Mein,2006,126,Comedy,4.2,37,
Lage Raho Munna Bhai,2006,144,Comedy|Drama|Romance,8.1,39486,
Kabul Express,2006,105,Adventure|Comedy|Drama,6.8,2923,
Jigyaasa,2006,147,Drama,3.6,255,
Krrish,2006,185,Action|Sci-Fi,6.3,16590,
Malamaal Weekly,2006,137,Comedy|Drama|Romance,6.9,4892,
Omkara,2006,155,Action|Crime|Drama,8.1,17594,
Pyaar Ke Side Effects,2006,132,Comedy|Drama|Romance,6.7,2850,
Naksha,2006,128,Action|Adventure|Fantasy,3.1,916,
Phir Hera Pheri,2006,153,Comedy|Crime,6.7,13821,
Pyare Mohan,2006,130,Action|Comedy|Crime,3.2,745,
Mere Jeevan Saathi,2006,129,Drama|Music|Romance,3.5,824,
Sacred Evil,2006,109,Drama,6,22,
Rang De Basanti,2006,167,Comedy|Drama,8.2,103071,
Shaadi Karke Phas Gaya Yaar,2006,152,Comedy|Drama|Romance,4,936,
Sandwich,2006,152,Comedy|Thriller,5.4,703,
Shaadi Se Pehle,2006,122,Comedy|Musical|Romance,4,691,
Saawan... The Love Season,2006,123,Drama|Fantasy|Romance,2.2,712,
Shiva,2006,160,Action|Crime|Drama,4,314,
Souten: The Other Woman,2006,0,Thriller,4.8,34,
Shikhar,2005,162,Drama,4.9,990,
Tathastu,2006,113,Crime|Drama|Thriller,4.5,399,
The Killer,2006,117,Action|Comedy|Crime,4.6,929,
Umrao Jaan,2006,188,Drama|Romance,5.5,1757,
Taxi No. 9 2 11: Nau Do Gyarah,2006,116,Comedy|Drama|Thriller,7.2,8717,
Teesri Aankh: The Hidden Camera,2006,111,Action|Crime|Thriller,2.5,272,
Vivah,2006,160,Drama|Family|Musical,6.6,8290,
Utthaan,2006,180,Drama|Romance|Thriller,4.4,27,
Waris Shah: Ishq Daa Waaris,2006,138,Drama|History,7,195,
Woh Lamhe,2006,156,Biography|Drama|Romance,6.6,1115,
Yun Hota Toh Kya Hota,2006,115,Drama,6.7,584,
Umar,2006,135,Crime|Drama|Musical,5.7,61,
Zindaggi Rocks,2006,0,Drama|Romance,4,227,
Tom Dick and Harry,2006,137,Comedy|Romance,3.2,515,
Aashiq Banaya Aapne: Love Takes Over,2005,115,Drama|Romance|Thriller,4.2,1396,
Anjaane: The Unkown,2005,110,Horror,4,61,
Apaharan,2005,173,Action|Crime|Drama,7.4,3846,
Bachke Rehna Re Baba,2005,130,Comedy,2.7,194,
7 1/2 Phere: More Than a Wedding,2005,136,Comedy|Drama,5.4,232,
A Sublime Love Story: Barsaat,2005,143,Drama|Romance,4,538,
Bewafaa,2005,149,Drama|Romance,4.3,2187,
Black,2005,122,Drama,8.2,31658,
Zinda,2006,116,Action|Drama|Mystery,5,3017,
Bluffmaster!,2005,137,Comedy|Crime|Drama,6.6,5321,
99.9 FM,2005,90,Crime|Drama,4.8,36,
Bhola in Bollywood,2004,0,Comedy,6.6,18,
Bhagmati,2005,160,Animation|Drama|History,6.5,47,
Blackmail,2005,126,Action|Drama|Thriller,4.1,567,
Bunty Aur Babli,2005,170,Comedy|Drama|Romance,6.2,5769,
Chaahat Ek Nasha...,2005,140,Drama|Romance|Thriller,4,67,
Chetna: The Excitement,2005,102,Thriller,3.2,39,
Chand Sa Roshan Chehra,2005,120,Romance,4.9,47,
Chocolate: Deep Dark Secrets,2005,160,Crime|Drama|Mystery,4.8,1780,
'D',2005,107,Crime|Drama|Thriller,6.8,1126,
Deewane Huye Paagal,2005,158,Action|Comedy|Drama,5.3,4107,
Bullet: Ek Dhamaka,2005,137,Action|Drama,3.7,47,
Chehraa,2005,136,Thriller,3.8,112,
Dil Jo Bhi Kahey...,2005,144,Drama|Romance,4.8,306,
Dosti: Friends Forever,2005,136,Drama|Romance,5.5,2286,
Classic Dance of Love,2005,0,Drama,4.9,47,
Dus,2005,152,Action|Crime|Drama,5.5,2873,
Elaan,2005,159,Action|Thriller,4.4,634,
Fareb,2005,129,Drama|Thriller,4.3,148,
Ek Ajnabee,2005,142,Action|Crime|Drama,5.2,1485,
Fun: Can Be Dangerous Sometimes,2005,138,Thriller,3.3,66,
Ek Khiladi Ek Haseena,2005,143,Comedy|Crime|Thriller,5.8,552,
Double Cross: Ek Dhoka,2005,104,Comedy,4.1,41,
Ahlaam,2006,110,Drama,6.8,184,
Home Delivery: Aapko... Ghar Tak,2005,151,Comedy|Romance,3.2,549,
Garam Masala,2005,146,Comedy|Romance,6.7,12418,
Iqbal,2005,132,Drama|Sport,8.1,14864,
Jai Chiranjeeva,2005,174,Action|Comedy|Drama,5.8,464,
Hazaaron Khwaishein Aisi,2003,120,Drama,7.9,4413,
Insan,2005,141,Action|Crime|Drama,4.6,1174,
Jo Bole So Nihaal,2005,125,Action|Comedy,3.5,572,
Karam,2005,117,Action|Thriller,5.5,1215,
Kaal,2005,126,Adventure|Horror|Mystery,4.6,4432,
Kalyug,2005,126,Action|Crime|Drama,6.5,2170,
Kasak,2005,107,Drama,4.6,58,
Hanuman,2005,89,Animation,7.3,494,
James,2005,0,Action|Romance,3.6,312,
Kisna: The Warrior Poet,2005,170,Drama|History|Musical,4.5,1250,
Koi Aap Sa: But Lovers Have to Be Friends,2005,142,Comedy|Drama|Romance,5.4,194,
Khamoshh... Khauff Ki Raat,2005,123,Mystery|Thriller,3.3,219,
Jurm,2005,150,Crime|Drama|Mystery,5.5,407,
Kuchh Meetha Ho Jaye,2005,125,Comedy|Romance,3.4,266,
Kyaa Kool Hai Hum,2005,172,Comedy|Mystery,6.1,2956,
Lucky: No Time for Love,2005,180,Drama|Musical|Romance,4.7,3010,
Main Aisa Hi Hoon,2005,162,Drama|Family|Musical,4.7,922,
Kyon Ki...,2005,160,Drama|Romance,5.5,3316,
Main Meri Patni... Aur Woh!,2005,129,Comedy|Drama|Romance,7.3,1794,
Maine Gandhi Ko Nahin Mara,2005,100,Drama,7.4,673,
Maine Pyaar Kyun Kiya,2005,145,Comedy|Drama|Romance,5.5,4203,
Mangal Pandey: The Rising,2005,150,Biography|Drama|History,6.6,8873,
Koi Mere Dil Mein Hai,2005,128,Drama|Romance,4.8,71,
Mr Prime Minister,2005,0,Comedy,5.1,53,
My Brother... Nikhil,2005,120,Drama|Sport,7.3,1083,
My Wife's Murder,2005,103,Drama|Mystery|Thriller,6.2,834,
Naina,2005,104,Drama|Horror|Mystery,4.3,724,
Neal 'N' Nikki,2005,122,Comedy|Musical|Romance,3.2,1371,
No Entry,2005,158,Comedy|Drama|Musical,6.6,9807,
Padmashree Laloo Prasad Yadav,2005,0,Comedy,2.5,168,
Page 3,2005,139,Drama,7.3,6474,
Morning Raga,2004,110,Drama|Music,6.9,290,
Parineeta,2005,130,Drama|Musical|Romance,7.2,8447,
Pehchaan: The Face of Truth,2005,173,Drama,5.8,58,
Paheli,2005,140,Drama|Fantasy|Romance,6.5,11820,
Rog,2005,115,Mystery|Romance|Thriller,5.1,390,
Pyaar Mein Twist,2005,123,Comedy|Drama|Musical,5.9,157,
Salaam Namaste,2005,158,Comedy|Drama|Romance,6.2,6230,
Revati,2005,145,Drama,5.2,33,
Sarkar,2005,124,Action|Crime|Drama,7.6,14694,
Sehar,2005,125,Action|Crime|Drama,7.8,1861,
Shabd,2005,140,Drama,5.1,1262,
Shabnam Mausi,2005,150,Drama,6.2,48,
Sheesha,2005,0,Drama|Romance|Thriller,3.5,238,
Ramji Londonwaley,2005,154,Comedy|Drama|Family,6.7,872,
Silsiilay,2005,134,Drama,4.1,661,
Socha Na Tha,2005,137,Comedy|Romance,7.5,6878,
Taj Mahal: An Eternal Love Story,2005,164,Drama|History|Musical,5.2,154,
Tango Charlie,2005,142,Action|Adventure|Drama,6,1488,
The Film,2005,144,Crime|Drama|Mystery,6.5,78,
Vaada,2005,122,Crime|Drama|Mystery,5.6,760,
Vaah! Life Ho Toh Aisi!,2005,153,Comedy|Drama|Family,4.4,1896,
Ssukh,2005,0,Comedy|Family|Romance,5.3,53,
Shaadi No. 1,2005,129,Comedy,3.5,786,
Viruddh... Family Comes First,2005,132,Drama|Family,7.1,1939,
Waqt: The Race Against Time,2005,153,Comedy|Drama|Family,6.8,9084,
Vidhyaarthi: The Power of Students,2006,250,Action,5,8,
Yakeen,2005,116,Drama|Thriller,5.1,651,
Zeher,2005,132,Crime|Drama|Mystery,5.4,1717,
Veer-Zaara,2004,192,Drama|Family|Musical,7.8,45896,
Main Hoon Na,2004,179,Action|Comedy|Drama,7,29914,
Zameer,2005,137,Drama|Romance,2.9,293,
Mujhse Shaadi Karogi,2004,163,Comedy|Drama|Musical,6.7,12411,
Dhoom,2004,129,Action|Crime|Thriller,6.7,16754,
Khakee,2004,174,Action|Crime|Drama,7.4,14234,
Hum Tum,2004,142,Comedy|Drama|Romance,7,12376,
Hulchul,2004,149,Action|Comedy|Drama,6.9,5779,
Murder,2004,130,Drama|Thriller,5.4,3402,
Yuva,2004,161,Action|Drama|Thriller,7.4,8045,
Aitraaz,2004,160,Drama|Romance|Thriller,6.6,9027,
Aetbaar,2004,152,Action|Drama|Musical,4.6,912,
